0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound
"RT @loveforsush: @HeliPandya_SR @Flipkart @itsSSR @SandySR64457040 @aayushlr @VishalC22251275 Boycott @Flipkart &amp; @amazon 🧏‍♀️

Smear Campa…","  _        64457040    22251275           &   ;   🧏‍♀️

           …",0.0,0.0,neutral,0.0,2.0,0.0,0.0
RT @BANANIM04853153: @HeliPandya_SR @Flipkart @itsSSR @SandySR64457040 @aayushlr @VishalC22251275 What is this? very bad flipcart. You don'…,  _        64457040    22251275             ?                  .        '…,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"RT @ommahakall: @HeliPandya_SR @Flipkart @itsSSR @SandySR64457040 @aayushlr @VishalC22251275 @withoutthemind, plz initiate action against t…","  _        64457040    22251275  ,                              …",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"RT @DebdulalSunita: @HeliPandya_SR @Flipkart @itsSSR @SandySR64457040 @aayushlr @VishalC22251275 SSRians have done it.
Flipkart has removed…","  _        64457040    22251275                     .
                    …",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"RT @sbmegha1: @loveforsush @Flipkart @amazon Smear Campaign Against SSR 

👊🏻😡
#BoycottFlipkart 
#Amazon","                                  

👊🏻😡
#                
#      ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"RT @blacksheep_119: @loveforsush @Flipkart @amazon Boycott @Flipkart @amazonIN 

High time to put a stop to the
Smear Campaign Against SSR 🛑","                   

                              
                           🛑",0.0,0.0,neutral,0.0,1.0,0.0,0.0
"RT @Pratznew: @blacksheep_119 @loveforsush @Flipkart @amazon @amazonIN Who is spreading wrong notion ?? 
Boycott @Flipkart @amazonIN 

Smea…","  _11                                        ?? 
            

    …",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart Intimating the final time before proceeding for the court case. I am filing it today after 23 days of wai… https://t.co/zyDpE6auZL,                                                                .                            23            …      :// .  /     6    ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"RT @loveforsush: Boycott @Flipkart &amp; @amazon 

Smear Campaign Against SSR https://t.co/xpCKUPyJll","           &   ;   

                                :// .  /          ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
Hey @Flipkart i telling you 😡,                    😡,0.0,0.0,neutral,0.0,1.0,0.0,0.0
@Mohakina @Flipkart Me with same experience... really worst experience #Boycott,                           ...                         #       ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@gopal14pandey @Flipkart @flipkartsupport @RBI @flipkartsupport I am escalating same concern to the grievance offic… https://t.co/J6tD6sCmlV, 14                                                                  …      :// .  / 6  6     ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@PhunnyRabia @flipkartsupport @Flipkart Mazak bana rakha hai @Flipkart  @flipkartsupport ne to🙄🙄,                                     🙄🙄,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart Very fast service https://t.co/hVCv4JPuLE,                         :// .  /    4     ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart Intimating the final time before proceeding for the court case. I am filing it today after 23 days of wai… https://t.co/tiSJQc897k,                                                                .                            23            …      :// .  /      8 7 ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@flipkartsupport The issue is Not Resolved. The email said that the product will be picked up today, but the same w… https://t.co/qwWrbGxlBZ","                           .                                                        ,               …      :// .  /          ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart Intimating the final time before proceeding for the court case. I am filing it today after 23 days of wai… https://t.co/oKetsTuaPR,                                                                .                            23            …      :// .  /          ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"RT @AlkeshAmin912: @TinaDut26961785 @Flipkart @amazonIN @itsSSR But we will raised questions and with some evidence of Sushant Murder 👈

Ho…","  26 61785                                                                             👈

  …",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@Kaalakabali_ON @amazonIN @Flipkart @rajinikanth What is the email ID? 

Smear Campaign Against SSR
#JusticeForSushantSinghRajput"," _                             ? 

                          
#                            ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
@Flipkart Intimating the final time before proceeding for the court case. I am filing it today after 23 days of wai… https://t.co/sd12nOeY2v,                                                                .                            23            …      :// .  /  12    2 ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart Intimating the final time before proceeding for the court case. I am filing it today after 23 days of wai… https://t.co/T63EBAGWJY,                                                                .                            23            …      :// .  / 63       ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@nikhilb87233081 @Flipkart @flipkartsupport @FlipkartStories @flipkart_tech @WorkAtFlipkart @FlipkartVideo… https://t.co/cIpyrMxPyu, 87233081        _        …      :// .  /          ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart Intimating the final time before proceeding for the court case. I am filing it today after 23 days of wai… https://t.co/IifEW1gfMb,                                                                .                            23            …      :// .  /     1    ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@flipkartsupport @_Kalyan_K @_sachinbansal @Flipkart @_Kalyan_K @_sachinbansal @Flipkart @flipkartsupport waiting for a callback,  @_      _  @_               @_      _  @_                                       ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Their are many time you said it but no any action taken by your team, I saying again if your team not capable to ad… https://t.co/iVXS7EupzK","                                                                    ,                                              …      :// .  /    7     ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart Intimating the final time before proceeding for the court case. I am filing it today after 23 days of wai… https://t.co/sCcg7gYAeE,                                                                .                            23            …      :// .  /    7     ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@Flipkart my order is not complete
I have ordered 2 roll but only 1 roll in the packet 
I have received only one ro… https://t.co/VL41FxAoDA","                          
               2               1                    
                           …      :// .  /  41      ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"RT @Nyay4SSR: @Kaalakabali_ON @amazonIN @Flipkart @rajinikanth Thanks

Smear Campaign Against SSR","  _               

                          ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
RT @nikhilb87233081: @yadavrajkumar10 @Flipkart @flipkartsupport @FlipkartStories @flipkart_tech @WorkAtFlipkart @FlipkartVideo @FlipkartSe…,  10        _          …,0.0,0.0,neutral,0.0,2.0,0.0,0.0
One of the worst services of @bewakoof the customer care of @bewakoof  not reply my message one weak ago I have req… https://t.co/O0P2Y9L0e1,                                                                                                   …      :// .  / 0 2   0 1,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@flipkartsupport @_Kalyan_K @flipkartsupport @Flipkart Basterds give me the r solution. Every fucking morons is giv… https://t.co/1fctY0yuPL,  @_      _                                     .                            …      :// .  /1    0    ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
Worst support @amazonIN @JeffBezos @Flipkart @nsitharaman @Ashneer_Grover,                       _      ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
@Soumyajit2029 @Flipkart @flipkartsupport @LegalLro @HinduITCell @shashank_ssj @jasmeen23_ @KalingaForum… https://t.co/fxJ3Yq56dv, 202           _     23_  …      :// .  /   3  56  ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@flipkartsupport @Flipkart No resolution. Counting 13th day since my request was raised. And thks for a vry useful… https://t.co/jQtwyby3Qw,                 .          13                                  .                          …      :// .  /       3  ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@flipkartsupport @PoonamS28027237 Flipkart ko daily daily complaint karte karte paresan ho gya hun.Ab mai #Consumer… https://t.co/g6cX1rh86j,   28027237                                                                 .       #        …      :// .  / 6  1  86 ,0.0,0.0,negative,1.565,0.435,0.0,-0.3818
ONDC: Big Disruptor! What does ONDC mean for e-commerce space in India? Find out from @KoshyTK @SiddarthMPai… https://t.co/3o8KG0fh7D,    :              !                                                  ?                  …      :// .  /3 8  0  7 ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@flipkartsupport @Flipkart @FlipkartAds @FlipkartSellers,       ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
@flipkartsupport @Flipkart I have called more then 20 times but he is not picking up my call it is totally harrasme… https://t.co/ggVaGaP8uB,                            20                                                              …      :// .  /       8  ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"RT @MeenuSushant: Who The Hell Are You To Decide Sushant Was Depressed???????
@Flipkart
@flipkartsupport
@amazon
#BoycottFlipkart
#BoycottA…","                                                     ???????
 
 
 
#               
#        …",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"RT @JettyShreyas: Subject: Cheap marketting
Example: @Flipkart &amp; @amazon 🤬
#BoycottFlipkart #BoycottAmazon #BoycottBollywood https://t.co/F…","        :                 
       :   &   ;   🤬
#                #              #                      :// .  / …",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@DGawhade @Flipkart Bro same thing happened with me. They didn't even tell in advance so that I could look for other options. Fckin asholes🤬,                                   .          '                                                             .              🤬,0.0,0.0,neutral,0.0,1.0,0.0,0.0
@Flipkart @flipkartsupport Is this how your customer support team works? then what's the use of ordering the produc… https://t.co/FgZk55JmwR,                                                ?          '                                …      :// .  /    55    ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
